order_id,order_date,region,city,sales_rep,product,customer_type,billing_cycle,base_price_inr,discount_pct,monthly_revenue_inr,contract_value_inr
60871,2024-08-15,South,Delhi,Priya,Dedicated Server Linux High,Startup,Monthly,6799,0.02,6662.91,6662.91
60872,2024-06-07,West,Delhi,Anita,VPS Windows Premium,SME,Monthly,2440,0.14,2105.19,2105.19
60873,2024-01-29,North,Bangalore,Rahul,Dedicated Server Windows Mid,Blogger,Quarterly,7999,0.19,6504.71,19514.14
60874,2024-03-17,West,Delhi,Suresh,Dedicated Server Linux High,Blogger,Monthly,6799,0.02,6685.69,6685.69
60875,2024-11-21,North,Delhi,Anita,Dedicated Server Windows Mid,Blogger,Monthly,7999,0.03,7768.02,7768.02
60876,2024-04-01,East,Kolkata,Anita,VPS Windows Mid,Enterprise,Monthly,2099,0.23,1619.08,1619.08
60877,2024-02-21,East,Delhi,Rahul,VPS Windows Premium,Startup,Annual,2440,0.22,1893.22,22718.63
60878,2024-11-04,South,Delhi,Priya,VPS Linux Basic,Enterprise,Monthly,549,0.12,482.4,482.4
60879,2024-07-23,East,Delhi,Amit,VPS Windows Premium,Startup,Quarterly,2440,0.15,2071.95,6215.84
60880,2024-02-15,South,Bangalore,Priya,Dedicated Server Linux Entry,Startup,Monthly,3299,0.19,2682.49,2682.49
60881,2024-03-06,South,Bangalore,Anita,Dedicated Server Linux Mid,Startup,Annual,4799,0.07,4474.25,53690.97
60882,2024-03-17,South,Bangalore,Anita,Dedicated Server Linux High,Blogger,Monthly,6799,0.17,5661.61,5661.61
60883,2024-07-09,South,Hyderabad,Amit,Dedicated Server Linux High,Blogger,Monthly,6799,0.08,6286.25,6286.25
60884,2024-07-21,South,Bangalore,Anita,Shared Hosting Mid,Enterprise,Monthly,202,0.28,144.6,144.6
60885,2024-01-23,West,Hyderabad,Priya,VPS Windows Premium,Blogger,Monthly,2440,0.11,2160.38,2160.38
60886,2024-05-04,East,Bangalore,Anita,Shared Hosting Entry,Blogger,Quarterly,104,0.11,92.41,277.24
60887,2024-11-11,South,Chennai,Suresh,VPS Windows Mid,Startup,Monthly,2099,0.13,1833.63,1833.63
60888,2024-10-13,North,Chennai,Suresh,Dedicated Server Windows High,SME,Monthly,9999,0.02,9821.24,9821.24
60889,2024-07-06,North,Kolkata,Neha,Dedicated Server Linux Entry,Blogger,Monthly,3299,0.16,2771.68,2771.68
60890,2024-04-25,East,Delhi,Suresh,Dedicated Server Linux Mid,Startup,Monthly,4799,0.15,4076.77,4076.77
60891,2024-03-28,South,Delhi,Rahul,Dedicated Server Linux Mid,Blogger,Monthly,4799,0.22,3728.54,3728.54
60892,2024-10-16,North,Delhi,Neha,VPS Windows Mid,Blogger,Monthly,2099,0.18,1720.56,1720.56
60893,2024-10-04,East,Mumbai,Priya,VPS Linux Premium,Blogger,Quarterly,1699,0.15,1449.22,4347.67
60894,2024-11-06,East,Hyderabad,Suresh,VPS Windows Basic,Blogger,Quarterly,1640,0.12,1443.55,4330.65
60895,2024-03-15,South,Bangalore,Amit,Dedicated Server Windows Mid,SME,Quarterly,7999,0.06,7492.66,22477.98
60896,2024-05-17,North,Mumbai,Priya,Dedicated Server Windows Mid,Startup,Monthly,7999,0.17,6610.91,6610.91
60897,2024-02-25,West,Bangalore,Rahul,Dedicated Server Linux High,Startup,Monthly,6799,0.17,5648.2,5648.2
60898,2024-10-16,North,Delhi,Suresh,VPS Windows Premium,Blogger,Monthly,2440,0.13,2132.24,2132.24
60899,2024-04-14,North,Delhi,Neha,Dedicated Server Windows Mid,Blogger,Quarterly,7999,0.07,7464.74,22394.21
60900,2024-09-28,North,Delhi,Amit,VPS Windows Mid,Blogger,Monthly,2099,0.08,1925.6,1925.6
60901,2024-11-23,South,Bangalore,Rahul,Dedicated Server Linux High,SME,Monthly,6799,0.21,5392.32,5392.32
60902,2024-05-11,South,Delhi,Anita,Shared Hosting Mid,Startup,Annual,202,0.26,149.19,1790.24
60903,2024-07-19,West,Mumbai,Anita,Dedicated Server Linux Entry,SME,Quarterly,3299,0.04,3152.29,9456.88
60904,2024-11-20,West,Chennai,Priya,VPS Windows Premium,SME,Annual,2440,0.17,2026.96,24323.56
60905,2024-06-10,North,Delhi,Anita,VPS Linux Mid,Blogger,Monthly,899,0.13,785.66,785.66
60906,2024-01-14,North,Delhi,Rahul,Dedicated Server Windows High,SME,Monthly,9999,0.07,9297.93,9297.93
60907,2024-07-22,North,Bangalore,Priya,VPS Windows Premium,Startup,Quarterly,2440,0.12,2156.78,6470.33
60908,2024-09-13,South,Kolkata,Rahul,VPS Windows Mid,Blogger,Monthly,2099,0.23,1607.42,1607.42
60909,2024-04-19,East,Hyderabad,Anita,VPS Windows Mid,Enterprise,Monthly,2099,0.13,1828.26,1828.26
60910,2024-09-27,North,Mumbai,Anita,Dedicated Server Windows Mid,Startup,Monthly,7999,0.21,6347.43,6347.43
60911,2024-10-10,North,Bangalore,Neha,VPS Linux Mid,Startup,Annual,899,0.13,783.74,9404.86
60912,2024-07-23,East,Chennai,Rahul,Managed WordPress,SME,Monthly,499,0.11,441.62,441.62
60913,2024-05-11,North,Chennai,Anita,VPS Linux Premium,Startup,Quarterly,1699,0.06,1591.93,4775.8
60914,2024-10-04,West,Hyderabad,Rahul,VPS Windows Premium,Enterprise,Annual,2440,0.2,1953.46,23441.47
60915,2024-11-01,North,Chennai,Neha,Managed WordPress,Blogger,Quarterly,499,0.08,459.29,1377.86
60916,2024-04-26,West,Delhi,Amit,Shared Hosting Mid,Startup,Monthly,202,0.28,144.69,144.69
60917,2024-04-24,East,Chennai,Amit,VPS Linux Mid,Enterprise,Monthly,899,0.2,721.14,721.14
60918,2024-06-27,South,Hyderabad,Anita,Dedicated Server Windows Mid,Startup,Monthly,7999,0.13,6984.11,6984.11
60919,2024-01-19,North,Kolkata,Rahul,Shared Hosting Entry,Blogger,Monthly,104,0.23,80.54,80.54
60920,2024-06-04,East,Mumbai,Rahul,Dedicated Server Linux High,Startup,Monthly,6799,0.05,6457.98,6457.98
60921,2024-08-17,North,Mumbai,Suresh,VPS Linux Mid,Startup,Monthly,899,0.23,689.34,689.34
60922,2024-05-17,East,Delhi,Priya,Shared Hosting Premium,Startup,Quarterly,299,0.15,253.22,759.65
60923,2024-10-11,West,Bangalore,Suresh,Shared Hosting Entry,Startup,Annual,104,0.12,91.39,1096.67
60924,2024-07-28,West,Hyderabad,Rahul,Dedicated Server Windows High,SME,Monthly,9999,0.12,8769.78,8769.78
60925,2024-08-15,North,Bangalore,Suresh,VPS Windows Mid,SME,Monthly,2099,0.1,1889.32,1889.32
60926,2024-02-22,South,Kolkata,Suresh,Dedicated Server Linux High,Enterprise,Annual,6799,0.12,5977.91,71734.9
60927,2024-08-27,West,Bangalore,Amit,VPS Linux Mid,Enterprise,Monthly,899,0.14,768.79,768.79
60928,2024-03-17,South,Chennai,Priya,Shared Hosting Premium,Startup,Annual,299,0.28,216.6,2599.26
60929,2024-03-17,South,Delhi,Suresh,Dedicated Server Linux Mid,Startup,Annual,4799,0.16,4014.27,48171.25
60930,2024-03-24,North,Hyderabad,Anita,VPS Linux Premium,Startup,Quarterly,1699,0.17,1402.55,4207.64
60931,2024-02-12,North,Chennai,Rahul,Shared Hosting Entry,Blogger,Monthly,104,0.28,75.25,75.25
60932,2024-02-18,South,Bangalore,Neha,VPS Windows Mid,Blogger,Monthly,2099,0.25,1564.07,1564.07
60933,2024-04-03,East,Mumbai,Amit,VPS Windows Premium,Startup,Monthly,2440,0.29,1736.24,1736.24
60934,2024-09-05,North,Bangalore,Amit,VPS Linux Premium,Startup,Quarterly,1699,0.17,1414.07,4242.21
60935,2024-05-29,West,Chennai,Anita,VPS Windows Premium,Startup,Monthly,2440,0.24,1861.31,1861.31
60936,2024-09-28,West,Mumbai,Neha,VPS Windows Premium,Startup,Annual,2440,0.26,1808.68,21704.12
60937,2024-07-28,North,Chennai,Amit,VPS Linux Premium,Enterprise,Annual,1699,0.25,1273.31,15279.77
60938,2024-04-22,West,Delhi,Anita,VPS Windows Basic,Blogger,Monthly,1640,0.23,1268.64,1268.64
60939,2024-05-10,North,Hyderabad,Priya,VPS Linux Premium,Startup,Quarterly,1699,0.15,1449.59,4348.78
60940,2024-11-02,East,Delhi,Anita,Shared Hosting Entry,Enterprise,Monthly,104,0.22,80.98,80.98
60941,2024-04-18,North,Hyderabad,Neha,Dedicated Server Windows High,Startup,Monthly,9999,0.19,8149.14,8149.14
60942,2024-05-27,North,Delhi,Anita,Shared Hosting Entry,Blogger,Quarterly,104,0.22,80.77,242.31
60943,2024-01-25,West,Kolkata,Neha,Dedicated Server Linux Entry,SME,Monthly,3299,0.22,2586.89,2586.89
60944,2024-06-25,North,Kolkata,Anita,Dedicated Server Linux High,Startup,Monthly,6799,0.16,5700.88,5700.88
60945,2024-04-27,West,Mumbai,Suresh,Dedicated Server Linux High,Startup,Monthly,6799,0.11,6038.24,6038.24
60946,2024-06-20,South,Mumbai,Anita,VPS Windows Mid,Enterprise,Annual,2099,0.16,1755.22,21062.68
60947,2024-08-02,North,Mumbai,Rahul,VPS Windows Mid,Blogger,Quarterly,2099,0.16,1757.89,5273.66
60948,2024-03-03,North,Bangalore,Anita,VPS Linux Premium,Blogger,Monthly,1699,0.21,1349.36,1349.36
60949,2024-05-31,North,Chennai,Neha,Dedicated Server Linux Entry,Startup,Monthly,3299,0.18,2690.09,2690.09
60950,2024-01-28,North,Kolkata,Anita,VPS Windows Premium,Enterprise,Monthly,2440,0.12,2145.37,2145.37
60951,2024-03-10,North,Hyderabad,Amit,VPS Windows Mid,Blogger,Monthly,2099,0.13,1831.59,1831.59
60952,2024-01-10,East,Mumbai,Rahul,Shared Hosting Entry,Startup,Monthly,104,0.29,73.65,73.65
60953,2024-02-25,West,Mumbai,Neha,Dedicated Server Windows Mid,Startup,Monthly,7999,0.18,6558.51,6558.51
60954,2024-10-26,East,Delhi,Neha,VPS Linux Premium,Blogger,Monthly,1699,0.05,1609.46,1609.46
60955,2024-11-22,East,Delhi,Anita,Dedicated Server Linux High,Blogger,Monthly,6799,0.02,6658.88,6658.88
60956,2024-09-21,East,Delhi,Suresh,Dedicated Server Windows High,SME,Monthly,9999,0.13,8681.26,8681.26
60957,2024-06-11,East,Bangalore,Priya,Dedicated Server Windows High,Blogger,Quarterly,9999,0.19,8063.57,24190.7
60958,2024-08-10,North,Mumbai,Suresh,VPS Windows Premium,Blogger,Annual,2440,0.18,2009.55,24114.6
60959,2024-01-26,South,Mumbai,Amit,VPS Linux Mid,Blogger,Quarterly,899,0.2,722.72,2168.17
60960,2024-07-04,East,Bangalore,Suresh,Dedicated Server Windows Mid,Startup,Monthly,7999,0.11,7122.09,7122.09
60961,2024-06-21,South,Chennai,Suresh,VPS Linux Basic,Blogger,Monthly,549,0.27,399.83,399.83
60962,2024-05-02,South,Delhi,Priya,Dedicated Server Windows High,Blogger,Quarterly,9999,0.05,9472.73,28418.19
60963,2024-07-18,South,Mumbai,Anita,Dedicated Server Linux High,Blogger,Monthly,6799,0.23,5231.45,5231.45
60964,2024-11-02,North,Hyderabad,Priya,VPS Windows Premium,Blogger,Monthly,2440,0.18,2009.99,2009.99
60965,2024-06-17,East,Hyderabad,Amit,VPS Windows Mid,Blogger,Monthly,2099,0.23,1608.72,1608.72
60966,2024-02-17,East,Mumbai,Rahul,VPS Linux Mid,Blogger,Monthly,899,0.16,755.47,755.47
60967,2024-02-16,North,Delhi,Anita,Shared Hosting Entry,Enterprise,Annual,104,0.26,77.34,928.1
60968,2024-09-16,North,Hyderabad,Neha,Dedicated Server Windows High,SME,Monthly,9999,0.03,9670.12,9670.12
60969,2024-01-31,North,Chennai,Rahul,VPS Windows Premium,Startup,Monthly,2440,0.19,1975.43,1975.43
60970,2024-11-15,North,Chennai,Rahul,VPS Linux Premium,SME,Monthly,1699,0.22,1318.47,1318.47
60971,2024-01-04,West,Delhi,Rahul,Shared Hosting Entry,Blogger,Monthly,104,0.24,79.14,79.14
60972,2024-02-25,West,Mumbai,Amit,Dedicated Server Windows Mid,Blogger,Annual,7999,0.07,7468.5,89621.95
60973,2024-08-01,North,Delhi,Amit,Shared Hosting Entry,Startup,Quarterly,104,0.19,84.35,253.06
60974,2024-10-18,South,Bangalore,Rahul,Dedicated Server Linux High,Blogger,Monthly,6799,0.05,6473.52,6473.52
60975,2024-09-13,North,Chennai,Neha,Shared Hosting Mid,Blogger,Monthly,202,0.11,180.6,180.6
60976,2024-06-06,North,Hyderabad,Neha,Dedicated Server Windows High,Blogger,Quarterly,9999,0.01,9872.87,29618.62
60977,2024-10-07,South,Mumbai,Amit,Dedicated Server Windows Mid,Blogger,Annual,7999,0.24,6099.58,73194.95
60978,2024-05-24,East,Mumbai,Rahul,Dedicated Server Linux Entry,Startup,Monthly,3299,0.22,2560.19,2560.19
60979,2024-02-19,North,Kolkata,Suresh,VPS Windows Mid,SME,Monthly,2099,0.27,1528.2,1528.2
60980,2024-05-04,South,Mumbai,Priya,Dedicated Server Linux High,Blogger,Monthly,6799,0.24,5155.57,5155.57
60981,2024-03-29,North,Hyderabad,Priya,Dedicated Server Windows High,Startup,Quarterly,9999,0.03,9699.23,29097.68
60982,2024-02-01,East,Chennai,Suresh,VPS Windows Basic,Blogger,Monthly,1640,0.25,1224.5,1224.5
60983,2024-09-03,North,Kolkata,Priya,VPS Windows Premium,Blogger,Monthly,2440,0.06,2283.69,2283.69
60984,2024-08-14,West,Mumbai,Anita,Dedicated Server Windows High,Startup,Monthly,9999,0.13,8726.42,8726.42
60985,2024-08-15,West,Mumbai,Anita,VPS Windows Mid,Blogger,Monthly,2099,0.23,1623.24,1623.24
60986,2024-11-17,East,Delhi,Priya,Dedicated Server Linux Mid,Startup,Monthly,4799,0.18,3939.12,3939.12
60987,2024-03-12,South,Delhi,Suresh,VPS Windows Mid,Startup,Monthly,2099,0.17,1735.22,1735.22
60988,2024-01-07,North,Bangalore,Priya,Shared Hosting Mid,Blogger,Quarterly,202,0.12,176.91,530.74
60989,2024-01-31,West,Bangalore,Rahul,Shared Hosting Mid,Startup,Monthly,202,0.13,174.74,174.74
60990,2024-02-16,South,Bangalore,Neha,Shared Hosting Mid,Blogger,Annual,202,0.16,170.24,2042.82
60991,2024-02-19,North,Delhi,Suresh,VPS Windows Premium,Blogger,Quarterly,2440,0.25,1822.31,5466.92
60992,2024-11-09,South,Bangalore,Suresh,VPS Windows Premium,Startup,Monthly,2440,0.17,2031.89,2031.89
60993,2024-01-21,South,Mumbai,Anita,VPS Linux Premium,SME,Monthly,1699,0.07,1576.03,1576.03
60994,2024-01-28,North,Delhi,Neha,Dedicated Server Linux Mid,Blogger,Annual,4799,0.07,4440.44,53285.27
60995,2024-09-30,North,Mumbai,Rahul,VPS Windows Mid,Startup,Monthly,2099,0.14,1801.09,1801.09
60996,2024-10-11,West,Hyderabad,Suresh,Managed WordPress,Blogger,Monthly,499,0.11,441.74,441.74
60997,2024-06-24,East,Bangalore,Rahul,Shared Hosting Entry,Startup,Monthly,104,0.28,74.63,74.63
60998,2024-05-01,East,Delhi,Neha,Dedicated Server Linux Mid,SME,Monthly,4799,0.06,4491.84,4491.84
60999,2024-05-26,West,Bangalore,Anita,VPS Linux Mid,Enterprise,Quarterly,899,0.27,658.22,1974.65
61000,2024-02-24,North,Kolkata,Anita,Dedicated Server Windows High,Blogger,Quarterly,9999,0.15,8471.75,25415.26
61001,2024-07-23,North,Mumbai,Anita,Dedicated Server Windows Mid,Startup,Quarterly,7999,0.07,7416.24,22248.73
61002,2024-03-27,North,Delhi,Priya,Dedicated Server Windows Mid,Blogger,Monthly,7999,0.14,6910.77,6910.77
61003,2024-07-09,West,Kolkata,Neha,Dedicated Server Linux Mid,SME,Monthly,4799,0.22,3745.96,3745.96
61004,2024-05-04,West,Delhi,Anita,VPS Windows Basic,SME,Monthly,1640,0.19,1324.51,1324.51
61005,2024-09-16,North,Delhi,Rahul,Dedicated Server Linux Entry,Blogger,Monthly,3299,0.21,2612.07,2612.07
61006,2024-08-05,North,Delhi,Neha,VPS Linux Basic,Blogger,Annual,549,0.19,444.49,5333.85
61007,2024-08-05,North,Chennai,Suresh,VPS Windows Premium,Blogger,Quarterly,2440,0.12,2144.0,6432.0
61008,2024-05-20,South,Bangalore,Anita,VPS Windows Premium,Blogger,Monthly,2440,0.23,1873.54,1873.54
61009,2024-03-25,West,Delhi,Anita,VPS Windows Mid,SME,Monthly,2099,0.15,1792.46,1792.46
61010,2024-01-20,South,Delhi,Rahul,Dedicated Server Linux High,SME,Monthly,6799,0.1,6111.19,6111.19
61011,2024-03-27,East,Mumbai,Amit,Dedicated Server Windows High,Startup,Monthly,9999,0.01,9882.3,9882.3
61012,2024-06-21,South,Bangalore,Neha,Dedicated Server Windows High,Startup,Monthly,9999,0.17,8344.24,8344.24
61013,2024-09-24,North,Bangalore,Anita,Managed WordPress,Blogger,Monthly,499,0.17,412.56,412.56
61014,2024-09-26,East,Delhi,Priya,VPS Linux Premium,Startup,Quarterly,1699,0.12,1497.33,4491.99
61015,2024-04-06,North,Kolkata,Suresh,Dedicated Server Linux Mid,Enterprise,Monthly,4799,0.1,4304.59,4304.59
61016,2024-07-26,North,Bangalore,Anita,Dedicated Server Linux Entry,Blogger,Monthly,3299,0.0,3297.94,3297.94
61017,2024-06-25,North,Hyderabad,Suresh,Dedicated Server Linux Mid,SME,Monthly,4799,0.02,4710.01,4710.01
61018,2024-06-26,North,Kolkata,Neha,Shared Hosting Mid,Blogger,Annual,202,0.14,173.34,2080.08
61019,2024-08-22,East,Delhi,Amit,VPS Windows Premium,SME,Annual,2440,0.13,2122.69,25472.27
61020,2024-05-24,South,Delhi,Neha,VPS Linux Mid,Blogger,Annual,899,0.26,665.12,7981.49
61021,2024-08-01,East,Delhi,Suresh,Dedicated Server Windows High,Startup,Annual,9999,0.05,9525.32,114303.86
61022,2024-02-25,West,Chennai,Priya,Dedicated Server Linux Entry,Blogger,Annual,3299,0.11,2935.75,35229.02
61023,2024-02-23,North,Mumbai,Neha,VPS Linux Premium,Blogger,Annual,1699,0.22,1330.59,15967.11
61024,2024-08-02,South,Delhi,Amit,Dedicated Server Windows High,Startup,Annual,9999,0.01,9883.36,118600.28
61025,2024-05-15,East,Delhi,Suresh,Shared Hosting Mid,Blogger,Monthly,202,0.24,154.11,154.11
61026,2024-08-03,East,Bangalore,Suresh,Dedicated Server Linux High,SME,Quarterly,6799,0.18,5581.43,16744.28
61027,2024-10-19,East,Delhi,Neha,Dedicated Server Windows Mid,Startup,Monthly,7999,0.08,7365.88,7365.88
61028,2024-06-05,West,Bangalore,Priya,VPS Linux Premium,Startup,Quarterly,1699,0.19,1375.61,4126.84
61029,2024-11-11,North,Bangalore,Suresh,VPS Linux Mid,Blogger,Monthly,899,0.28,645.14,645.14
61030,2024-08-22,West,Mumbai,Priya,VPS Linux Premium,Startup,Quarterly,1699,0.07,1583.32,4749.95
61031,2024-03-27,North,Kolkata,Neha,VPS Windows Mid,Blogger,Quarterly,2099,0.14,1813.55,5440.64
61032,2024-01-09,South,Chennai,Suresh,VPS Linux Premium,Blogger,Monthly,1699,0.06,1600.86,1600.86
61033,2024-03-10,South,Delhi,Neha,Shared Hosting Entry,Blogger,Monthly,104,0.15,88.67,88.67
61034,2024-02-09,South,Kolkata,Amit,Dedicated Server Windows High,Startup,Monthly,9999,0.25,7535.44,7535.44
61035,2024-05-16,South,Hyderabad,Amit,Shared Hosting Entry,Blogger,Monthly,104,0.24,78.88,78.88
61036,2024-01-24,West,Delhi,Priya,Dedicated Server Linux High,Startup,Monthly,6799,0.16,5721.61,5721.61
61037,2024-07-07,North,Bangalore,Anita,VPS Windows Premium,Startup,Monthly,2440,0.23,1869.07,1869.07
61038,2024-06-18,East,Delhi,Priya,VPS Linux Mid,Startup,Quarterly,899,0.09,818.48,2455.43
61039,2024-07-06,West,Delhi,Neha,Dedicated Server Linux High,Blogger,Monthly,6799,0.22,5300.3,5300.3
61040,2024-11-13,East,Hyderabad,Neha,Dedicated Server Windows Mid,SME,Annual,7999,0.13,6943.46,83321.57
61041,2024-03-11,West,Delhi,Rahul,VPS Windows Mid,Blogger,Annual,2099,0.12,1837.39,22048.64
61042,2024-02-09,East,Mumbai,Priya,Dedicated Server Linux High,Blogger,Monthly,6799,0.23,5213.74,5213.74
61043,2024-02-02,South,Chennai,Suresh,VPS Linux Mid,Startup,Monthly,899,0.26,662.47,662.47
61044,2024-09-10,North,Kolkata,Anita,VPS Windows Mid,Blogger,Quarterly,2099,0.23,1612.49,4837.46
61045,2024-10-12,East,Mumbai,Neha,VPS Linux Mid,Blogger,Quarterly,899,0.16,752.04,2256.13
61046,2024-02-25,South,Bangalore,Rahul,VPS Windows Premium,Startup,Quarterly,2440,0.11,2172.07,6516.22
61047,2024-06-15,East,Delhi,Rahul,VPS Linux Premium,Blogger,Monthly,1699,0.21,1348.85,1348.85
61048,2024-01-25,West,Delhi,Priya,Dedicated Server Linux Mid,Startup,Monthly,4799,0.21,3773.52,3773.52
61049,2024-03-26,North,Bangalore,Anita,VPS Windows Basic,Blogger,Monthly,1640,0.25,1224.42,1224.42
61050,2024-04-20,South,Mumbai,Suresh,Dedicated Server Linux Mid,Blogger,Monthly,4799,0.22,3756.3,3756.3
61051,2024-08-20,North,Kolkata,Anita,Dedicated Server Windows Mid,Blogger,Monthly,7999,0.22,6266.36,6266.36
61052,2024-04-16,North,Bangalore,Neha,VPS Linux Basic,Startup,Quarterly,549,0.18,451.24,1353.71
61053,2024-07-20,South,Mumbai,Priya,VPS Windows Basic,Enterprise,Monthly,1640,0.05,1552.05,1552.05
61054,2024-07-12,South,Chennai,Anita,VPS Windows Mid,Blogger,Annual,2099,0.12,1837.8,22053.64
61055,2024-01-17,North,Mumbai,Amit,Dedicated Server Windows Mid,Blogger,Monthly,7999,0.11,7127.64,7127.64
61056,2024-11-13,East,Mumbai,Rahul,VPS Windows Premium,Blogger,Monthly,2440,0.17,2016.56,2016.56
61057,2024-01-21,South,Bangalore,Priya,Shared Hosting Mid,SME,Monthly,202,0.26,149.41,149.41
61058,2024-03-28,North,Hyderabad,Priya,Dedicated Server Windows Mid,Blogger,Monthly,7999,0.06,7556.76,7556.76
61059,2024-09-13,West,Chennai,Suresh,VPS Linux Mid,Startup,Quarterly,899,0.07,834.37,2503.1
61060,2024-11-22,South,Bangalore,Neha,Dedicated Server Linux Mid,Startup,Quarterly,4799,0.19,3876.42,11629.25
61061,2024-09-01,West,Mumbai,Anita,Dedicated Server Linux Mid,Blogger,Monthly,4799,0.02,4703.51,4703.51
61062,2024-01-19,East,Bangalore,Amit,Dedicated Server Linux High,Startup,Monthly,6799,0.21,5402.14,5402.14
61063,2024-08-23,South,Mumbai,Rahul,VPS Windows Premium,Startup,Monthly,2440,0.14,2098.8,2098.8
61064,2024-02-07,East,Mumbai,Suresh,Dedicated Server Windows High,Blogger,Annual,9999,0.2,8024.79,96297.52
61065,2024-08-08,West,Delhi,Rahul,Dedicated Server Windows High,SME,Monthly,9999,0.17,8325.8,8325.8
61066,2024-07-29,North,Delhi,Amit,VPS Linux Mid,Blogger,Annual,899,0.27,652.25,7826.97
61067,2024-02-18,North,Kolkata,Suresh,Dedicated Server Windows High,Enterprise,Annual,9999,0.16,8406.54,100878.48
61068,2024-01-08,East,Delhi,Neha,Dedicated Server Windows High,SME,Quarterly,9999,0.18,8169.92,24509.76
61069,2024-05-28,West,Mumbai,Neha,VPS Linux Premium,Blogger,Monthly,1699,0.13,1476.83,1476.83
61070,2024-07-30,North,Delhi,Priya,VPS Linux Mid,Blogger,Monthly,899,0.08,827.8,827.8
61071,2024-01-02,West,Delhi,Priya,Dedicated Server Linux Mid,SME,Monthly,4799,0.09,4384.67,4384.67
61072,2024-05-07,South,Bangalore,Suresh,Dedicated Server Linux Mid,Startup,Monthly,4799,0.21,3791.92,3791.92
61073,2024-05-27,South,Hyderabad,Rahul,Dedicated Server Linux High,Blogger,Monthly,6799,0.15,5749.02,5749.02
61074,2024-11-21,North,Delhi,Neha,VPS Windows Premium,Startup,Monthly,2440,0.24,1863.46,1863.46
61075,2024-03-22,East,Hyderabad,Neha,Shared Hosting Entry,Blogger,Quarterly,104,0.18,85.73,257.2
61076,2024-09-27,North,Bangalore,Rahul,VPS Linux Mid,Blogger,Quarterly,899,0.18,734.15,2202.45
61077,2024-09-05,North,Bangalore,Priya,Shared Hosting Mid,Blogger,Quarterly,202,0.26,149.25,447.74
61078,2024-07-14,East,Chennai,Suresh,Shared Hosting Mid,Blogger,Quarterly,202,0.28,144.97,434.91
61079,2024-04-14,North,Mumbai,Suresh,Dedicated Server Linux Entry,Enterprise,Monthly,3299,0.22,2589.65,2589.65
61080,2024-10-08,North,Delhi,Suresh,Shared Hosting Entry,Startup,Monthly,104,0.26,76.54,76.54
61081,2024-04-02,South,Chennai,Rahul,Shared Hosting Entry,Blogger,Monthly,104,0.16,87.72,87.72
61082,2024-04-06,East,Hyderabad,Priya,Dedicated Server Windows High,Startup,Monthly,9999,0.19,8054.99,8054.99
61083,2024-09-18,North,Mumbai,Priya,VPS Windows Mid,Startup,Annual,2099,0.11,1873.51,22482.16
61084,2024-09-06,South,Chennai,Anita,Shared Hosting Mid,Blogger,Monthly,202,0.28,144.9,144.9
61085,2024-11-17,West,Kolkata,Anita,Dedicated Server Linux High,Startup,Monthly,6799,0.24,5176.76,5176.76
61086,2024-01-19,East,Delhi,Amit,VPS Windows Premium,Startup,Quarterly,2440,0.08,2241.48,6724.44
61087,2024-02-08,South,Chennai,Neha,Dedicated Server Linux High,Startup,Monthly,6799,0.21,5393.63,5393.63
61088,2024-07-22,North,Kolkata,Neha,Dedicated Server Linux Entry,Blogger,Monthly,3299,0.0,3298.8,3298.8
61089,2024-04-02,East,Delhi,Priya,VPS Windows Premium,Startup,Annual,2440,0.14,2090.1,25081.21
61090,2024-07-09,East,Bangalore,Amit,VPS Windows Premium,Startup,Monthly,2440,0.08,2244.63,2244.63
61091,2024-02-17,North,Chennai,Priya,VPS Linux Premium,Blogger,Quarterly,1699,0.14,1458.63,4375.88
61092,2024-06-29,West,Delhi,Amit,Shared Hosting Mid,SME,Quarterly,202,0.2,161.62,484.85
61093,2024-11-13,West,Delhi,Amit,VPS Windows Mid,Blogger,Monthly,2099,0.23,1615.19,1615.19
61094,2024-05-08,West,Bangalore,Priya,VPS Windows Mid,Enterprise,Monthly,2099,0.25,1565.84,1565.84
61095,2024-04-02,North,Delhi,Anita,Managed WordPress,Blogger,Quarterly,499,0.06,471.03,1413.09
61096,2024-10-13,North,Kolkata,Rahul,Dedicated Server Windows High,Blogger,Monthly,9999,0.04,9625.87,9625.87
61097,2024-08-03,North,Mumbai,Neha,Dedicated Server Windows Mid,Blogger,Monthly,7999,0.08,7329.07,7329.07
61098,2024-01-01,West,Delhi,Rahul,VPS Windows Premium,Startup,Quarterly,2440,0.05,2316.27,6948.8
61099,2024-01-12,North,Chennai,Neha,Shared Hosting Entry,SME,Monthly,104,0.13,90.32,90.32
61100,2024-02-03,North,Mumbai,Rahul,VPS Windows Basic,Enterprise,Monthly,1640,0.19,1327.24,1327.24
61101,2024-09-07,South,Mumbai,Suresh,Shared Hosting Mid,SME,Annual,202,0.17,167.66,2011.97
61102,2024-11-04,East,Bangalore,Amit,VPS Windows Premium,Startup,Monthly,2440,0.16,2042.36,2042.36
61103,2024-11-17,North,Chennai,Rahul,Dedicated Server Linux Mid,Startup,Quarterly,4799,0.16,4044.22,12132.65
61104,2024-08-09,North,Bangalore,Suresh,VPS Windows Basic,SME,Monthly,1640,0.22,1283.54,1283.54
61105,2024-02-25,West,Mumbai,Anita,Shared Hosting Entry,Blogger,Quarterly,104,0.18,85.01,255.04
